Serial_No,Lot,Engine_Temp_0h,Engine_Temp_24h,Engine_Vibration_0h,Engine_Vibration_24h,Vehicle_Voltage_0h,Vehicle_Voltage_24h,Engine_Temp_24h_Max_Limit,Engine_Vibration_24h_Max_Limit
LOT-B-110,LOT-B,85.53760647905263,93.60614435662828,1.5854309709416372,1.704423681755371,13.804738360547377,13.954874761796281,105.0,2.9
LOT-C-111,LOT-C,86.01919300870131,94.43853264200246,1.7150146506723276,1.7400496035025659,13.814607770641757,13.887309428437746,105.0,2.9
LOT-A-112,LOT-A,92.26464445930202,93.66032122169396,1.693965039452719,1.927946876283694,13.84142536501024,14.150896471752777,105.0,2.9
LOT-B-113,LOT-B,87.88825266971898,80.36938719121359,1.9344706417380866,1.728041282886581,13.390122544227083,13.628639465396198,105.0,2.9
LOT-C-114,LOT-C,84.2878989786568,98.7409212865173,1.7244212368958352,1.292135094592538,13.991157591229102,13.55645361626435,105.0,2.9
LOT-A-115,LOT-A,96.05049001078063,84.86813495961643,1.0382426241696683,1.7171259867292594,13.678190427657599,13.550029135436475,105.0,2.9
LOT-B-116,LOT-B,79.00679552316461,91.37796114526876,2.018336286960652,1.2036472389645914,14.209928290598008,13.495261931568542,105.0,2.9
LOT-C-117,LOT-C,97.86582214249343,91.4184348526149,1.5530389071635367,1.9873992591309384,13.984109957762403,13.4867158486463,105.0,2.9
LOT-A-118,LOT-A,90.98291116181369,87.25293817048151,1.152878008214098,2.228213970244326,13.67764591474037,13.480754959759652,105.0,2.9
LOT-B-119,LOT-B,89.4226326665109,82.63761982544368,1.26160533795027,1.570091857982121,13.618097367706497,13.725880138095008,105.0,2.9
LOT-C-120,LOT-C,92.71474239512932,87.41428131820584,1.7231996181874665,1.8564017002349142,13.420573616440743,13.782244060248608,105.0,2.9
LOT-A-121,LOT-A,84.04079700684356,94.18115447601025,1.713772469518123,1.704291069733924,13.331105121187111,13.741756403702713,105.0,2.9
LOT-B-122,LOT-B,84.77848444297791,92.60623561798995,1.5701683744086248,1.4887904136492616,14.123931264128908,13.959752624376833,105.0,2.9
LOT-C-123,LOT-C,85.50815226842354,94.6129224637853,1.5254013312039152,1.6196205802569945,13.843330366893891,13.429051849318537,105.0,2.9
LOT-A-124,LOT-A,86.14511241280752,88.7938911737862,1.982570752414464,2.0899089329098137,13.70939542979333,14.279757586590339,105.0,2.9
LOT-B-125,LOT-B,87.8181956503817,91.17455498237061,1.8208944584434825,1.7759324348120546,14.645313771463668,13.787604673125383,105.0,2.9
LOT-C-126,LOT-C,82.97012516885454,95.2440722878624,1.4969841266219897,1.6208850338494776,12.752914490773108,14.060354923875202,105.0,2.9
LOT-A-127,LOT-A,91.43748641573315,93.01568568282205,1.8446014741315198,2.139660052810502,13.783899352834533,14.037541939340983,105.0,2.9
LOT-B-128,LOT-B,84.87587278975576,87.94327479187739,1.8641900385823733,1.801692195505064,13.33330468259767,13.830078576637172,105.0,2.9
LOT-C-129,LOT-C,87.23177194838668,85.89786831895148,1.708571762578524,1.5948285186529008,13.250328609020801,13.299984099678248,105.0,2.9
LOT-A-130,LOT-A,95.43051432148349,82.83431276903852,1.655700546770122,1.8586145377201606,14.02371616620511,13.258830202890097,105.0,2.9
LOT-B-131,LOT-B,86.64953968870768,90.11972559056586,1.8000523151197088,1.5323101838843727,13.392783923381062,14.060926657697783,105.0,2.9
LOT-C-132,LOT-C,92.6416453131567,91.12831924661566,1.4478032108255905,1.8057580304097562,13.838258746143053,-107.97476956927156,105.0,2.9
LOT-A-133,LOT-A,82.7537255431742,90.01154739741155,1.5602340378334716,1.4114822341916715,13.875476887292923,13.712570420916418,105.0,2.9
LOT-B-134,LOT-B,86.2764935981338,91.24252649949814,1.2453007473176338,1.686053133775403,13.950994958022648,13.802246428925242,105.0,2.9
LOT-C-135,LOT-C,92.52099668422339,84.21510467359914,1.223029893841814,1.762157612935147,13.959303384602599,14.463136565543671,105.0,2.9
LOT-A-136,LOT-A,90.5897724000692,85.65462749157554,1.8015074337254442,1.4801361615858526,13.279957419020318,14.63927631669651,105.0,2.9
LOT-B-137,LOT-B,89.36846659346917,92.6457827799517,1.7408875631744167,2.171139961263274,13.899437280766277,14.138371291764653,105.0,2.9
LOT-C-138,LOT-C,83.68540783000826,83.37449164158835,1.9566392525618994,2.0834635267863377,13.978754035359746,13.781383941339666,105.0,2.9
LOT-A-139,LOT-A,88.69794169754194,86.47208971488888,1.9846594749966004,1.8713090118562734,13.977066905575773,13.835405096289849,105.0,2.9
LOT-B-140,LOT-B,92.40123384969885,91.72202331940102,1.7863399423977997,1.3960779725326122,13.97851154946233,14.487392543981056,105.0,2.9
LOT-C-141,LOT-C,85.822203377954,88.93315297900823,1.8229859272275064,1.9488988230574795,14.018549482197358,13.117663905265841,105.0,2.9
LOT-A-142,LOT-A,90.10726715381502,84.2918321346153,1.3938245204238247,1.8424939844219959,13.69646155675398,13.991464248697197,105.0,2.9
LOT-B-143,LOT-B,101.2221823457536,92.91959222168936,1.780713163253618,1.467110855471088,13.574962504298865,13.317081720841603,105.0,2.9
LOT-C-144,LOT-C,85.76309748659003,84.6962909539076,1.4350774957334727,1.645732322817321,13.449799146209848,13.189125043653526,105.0,2.9
LOT-A-145,LOT-A,82.28185319677407,91.49725289453241,1.6149366328404908,1.9667444853618619,14.165553726463521,13.577369988097674,105.0,2.9
LOT-B-146,LOT-B,90.81418301249904,83.16170959514234,2.1707558842595938,2.0108051177888697,13.724738311688888,13.28124820372277,105.0,2.9
LOT-C-147,LOT-C,89.59620402424824,81.27167647467337,1.4051743909734111,1.8946769653411781,13.826407150032914,13.523252696896272,105.0,2.9
LOT-A-148,LOT-A,91.99310623237491,84.93001035206312,1.6711751539571933,1.5705497696526476,13.503420340114262,13.866822473582154,105.0,2.9
LOT-B-149,LOT-B,83.82990637665159,97.86882837447763,1.4538207886330006,2.217353195573483,13.417110223736888,13.918142510598488,105.0,2.9
LOT-C-150,LOT-C,82.96178209510393,83.59908384532451,1.6399263357684184,1.8761652958549706,13.354007966313212,14.126292944194537,105.0,2.9
LOT-A-151,LOT-A,84.65008413709896,90.07737983628579,1.6949447149378098,1.8546172371800014,13.170765730170125,14.282682542401966,105.0,2.9
LOT-B-152,LOT-B,90.35953102697628,87.6273886841855,1.3439615243025007,1.259541402386398,13.323501874368276,13.896177852465403,105.0,2.9
LOT-C-153,LOT-C,86.56749220189408,84.52132982101881,1.468266258619796,2.106669260526518,13.684263784861628,13.489598631627553,105.0,2.9
LOT-A-154,LOT-A,93.67254548638286,91.53232344622486,1.611070207271495,1.541976707705903,13.256656226424061,13.278604692263999,105.0,2.9
LOT-B-155,LOT-B,85.9820612697519,88.53364691823091,1.6890605710068598,1.843458829109653,13.878022545823914,13.779347061851588,105.0,2.9
LOT-C-156,LOT-C,83.76839629524532,80.01907825001899,1.4697810437110492,1.4519212019799757,13.57158056661053,13.601160568945032,105.0,2.9
LOT-A-157,LOT-A,82.77685028402978,84.61375414440354,1.5749207338879867,1.7301003358889249,13.570400602729743,13.879382624755328,105.0,2.9
LOT-B-158,LOT-B,87.07829020811823,85.01238241479231,1.6101826669813057,2.189427532096292,13.563775829887888,14.119810309404198,105.0,2.9
LOT-C-159,LOT-C,93.7866587488134,96.09191104488443,1.3943429963996739,2.2239972221565285,13.840722310395506,13.608635993584704,105.0,2.9
LOT-A-160,LOT-A,87.03253875698857,92.14692357495981,1.612781883161745,1.6540068630148825,14.249256120581123,13.43980543840235,105.0,2.9
LOT-B-161,LOT-B,83.61879549754967,92.98966243700141,1.775899345198603,1.9844341592396373,13.424730084108104,14.089300925266024,105.0,2.9
LOT-C-162,LOT-C,90.02448956392682,97.2553319163713,1.2879280848620915,1.7567424906151854,13.702851403183388,13.127684268034345,105.0,2.9
LOT-A-163,LOT-A,84.99747065709612,94.45908226484482,1.4827598305307872,1.5121246383900098,14.103891137160574,14.05599560251986,105.0,2.9
LOT-B-164,LOT-B,92.14449260237514,86.02534915128435,1.5854978117689538,1.967971376334203,13.570388054902914,13.430240778443787,105.0,2.9
LOT-C-165,LOT-C,91.4785743033134,96.37433425423707,1.311981314029503,1.0246322120346854,13.292389243459816,13.335517118554888,105.0,2.9
LOT-A-166,LOT-A,87.42175786640857,92.20973651309652,1.5633747031725846,1.5179117257912387,13.853679390097989,13.353726168851752,105.0,2.9
LOT-B-167,LOT-B,87.80293456459222,86.67709876749451,2.2700857967424897,1.91236460442378,13.507744951307412,13.341103684618188,105.0,2.9
LOT-C-168,LOT-C,86.1596515049415,82.26254947640409,1.4173763846554166,1.5080609495582467,14.109373991256907,13.54642388617262,105.0,2.9
LOT-A-169,LOT-A,84.67970771941545,83.60195031119308,1.3058403627050692,1.6827474270008766,13.724704813900486,14.108330585965396,105.0,2.9
LOT-B-170,LOT-B,85.35765143539405,94.16041086078032,1.6642815780458522,1.6987947213231367,13.09709350840839,13.235579053402832,105.0,2.9
LOT-C-171,LOT-C,91.1140011931388,95.650407394318,1.6516122012933703,1.8982571018709256,13.657297250327796,13.566313666121227,105.0,2.9
LOT-A-172,LOT-A,85.21555698019829,93.78867458701362,1.6856993462683818,1.639115977727535,13.685063057347135,13.900342011114263,105.0,2.9
LOT-B-173,LOT-B,89.35708528665842,85.83901535264006,2.028996469362079,1.7668275192828389,-117.92261589493165,14.231822842626526,105.0,2.9
LOT-C-174,LOT-C,92.30087138999197,89.11294582224961,1.7339962952988086,1.4218056351123531,13.575704976844401,12.886280679097824,105.0,2.9
LOT-A-175,LOT-A,93.12554150002569,81.1469895899246,1.7703188084866985,1.4840240085281524,13.457359986263848,13.62978888486059,105.0,2.9
LOT-B-176,LOT-B,89.11893115495651,92.19326850848134,2.0429079212486028,1.793239655020627,14.10841837707196,13.484543956455399,105.0,2.9
LOT-C-177,LOT-C,90.9976295127355,90.17438251333265,1.484203949016191,1.6750453779005188,13.778280714186657,13.768802930909834,105.0,2.9
LOT-A-178,LOT-A,89.68584295148561,120.74999999999999,1.414806638865051,3.3349999999999995,13.206207146488595,13.477445605702203,105.0,2.9
LOT-B-179,LOT-B,94.52099390353206,77.5883301557125,1.4267369945636015,1.8788070412276099,13.222387578457296,14.635331163688637,105.0,2.9
LOT-C-180,LOT-C,77.12870496372214,95.82086158478748,1.989335341454364,1.9382516151382205,13.722445049753295,13.828584152947682,105.0,2.9
LOT-A-181,LOT-A,84.23155046117557,93.06102850024617,1.3200337719697108,1.6287927772745598,14.148687247884263,13.298850953720228,105.0,2.9
LOT-B-182,LOT-B,86.47007206328617,90.22276523235436,1.264552915032837,2.002736849241652,13.91927093171777,13.154387609219407,105.0,2.9
LOT-C-183,LOT-C,87.80272959493155,86.08852524540399,1.4356105083641124,1.7199536471687378,13.551608177615396,14.047224183176402,105.0,2.9
LOT-A-184,LOT-A,85.04043420657518,93.81952333998916,1.5890601360184609,1.9224998590496798,13.610532869705857,13.518097779049983,105.0,2.9
LOT-B-185,LOT-B,83.15964579188339,92.04310682133134,1.834448813382601,2.2509890263155,14.251684631346794,13.78992104457287,105.0,2.9
LOT-C-186,LOT-C,87.11392381104928,91.21029542724878,1.5930655723789735,2.08050388983155,14.130380390868147,13.398765992144249,105.0,2.9
LOT-A-187,LOT-A,85.11195175643168,95.51604037571946,1.6770200336921273,1.6397426143202911,14.215217656747592,13.560466117813112,105.0,2.9
LOT-B-188,LOT-B,86.82494285595776,87.47084521857735,1.10958187335433,1.9247068174661248,13.376820439690695,13.495270621008236,105.0,2.9
LOT-C-189,LOT-C,84.87573809251441,92.69875864865645,1.5828543042740195,1.7040083030946764,13.212189072135486,13.668522662635509,105.0,2.9
LOT-A-190,LOT-A,81.7994009804998,90.85166678092246,1.6916807483744098,1.6954766544888489,14.515100290049741,13.889982409121203,105.0,2.9
LOT-B-191,LOT-B,90.50246153514155,90.12616995341712,1.5518104808654332,1.9511387477706204,14.185507339586165,13.231582269847694,105.0,2.9
LOT-C-192,LOT-C,92.42885634008505,91.76082208451957,1.8401750181772336,1.8212064829941612,13.364505596960544,-115.82103191757913,105.0,2.9
