Serial_No,Lot,Temperature_Cold,Temperature_Hot,Pressure_Test,Clearance_mm
LOT-A-043,LOT-A,94.57221543960124,104.95716790816448,29.423237252671328,1.1997561065703524
LOT-A-044,LOT-A,100.96569005623566,107.04480080616644,30.865252998218544,1.2285189987155343
LOT-A-045,LOT-A,102.13886400219373,112.44970505330787,30.183635594367374,1.2735696480955951
LOT-A-046,LOT-A,100.1886928650958,110.83886365266508,31.43747839933777,1.1401456504491483
LOT-A-047,LOT-A,108.36387571093825,114.3191432158549,32.73402317861267,1.1858148553226187
LOT-A-048,LOT-A,100.80733947516612,110.78764642280309,31.403121488212086,1.2697197201369488
LOT-A-049,LOT-A,105.97419128546842,116.50713649599751,32.40947671572679,1.1613885309892562
LOT-A-050,LOT-A,102.1414661807691,107.92090681618953,32.05927004799435,1.2730026267909482
LOT-A-051,LOT-A,102.11624889421485,111.19554339277406,33.2778261568522,1.374618831743225
LOT-A-052,LOT-A,105.1543775094075,113.77471145787915,33.426586926052686,1.1992603380339593
LOT-A-053,LOT-A,88.84235900008206,125.5390647006277,27.63738013592399,1.1999978716430357
LOT-A-054,LOT-A,95.05827902917814,101.09207381869034,29.313308093042203,1.22247948290364
LOT-A-055,LOT-A,95.7972313856845,107.81044259176929,30.718270513279705,1.1922745330195024
LOT-A-056,LOT-A,95.4105398927297,101.6659389184769,29.188091865924438,1.261119538964923
LOT-A-057,LOT-A,98.72761866564962,104.94425398163342,31.16872844314531,1.1814837064314558
LOT-A-058,LOT-A,111.96903908341856,126.11164038225684,34.88591824596152,1.3359928703963704
LOT-A-059,LOT-A,93.21063134171386,101.68077335106997,28.807312277566602,1.2397755451301478
LOT-A-060,LOT-A,106.57700324164372,117.22652770158551,32.720100568038255,1.2899351141788058
LOT-A-061,LOT-A,88.16497233374243,94.19306798771392,26.59748397954825,1.2772379347585217
LOT-A-062,LOT-A,96.85791017679418,106.97768759185321,28.70436025826318,1.2298635579128812
LOT-A-063,LOT-A,98.31580652815406,106.41606482205286,32.49471738531154,1.3037110989183012
LOT-A-064,LOT-A,103.61055830094705,110.05995403086239,30.082208311497688,1.217390269524042
LOT-A-065,LOT-A,109.32043515671394,115.01476619233756,32.31618408904669,1.2779048125700183
LOT-A-066,LOT-A,104.00534035210774,114.25987338673211,33.047083121708404,1.244833960890737
LOT-A-067,LOT-A,98.39640860454762,105.6763058282456,30.66982263531027,1.2086976630661543
LOT-A-068,LOT-A,97.64790877129929,107.26315440662613,29.077247938470745,1.1967382606571264
LOT-A-069,LOT-A,108.86748355453759,115.0302236406717,34.25083729917099,1.2234478572864689
LOT-A-070,LOT-A,100.65213376535314,106.61010226663375,30.732148332951752,1.3438830813001943
LOT-A-071,LOT-A,89.25185369713037,95.09582597451043,27.47744655169927,1.2771400370385884
LOT-A-072,LOT-A,88.58506367970138,99.48334027631218,27.758430655177172,1.3188687596440138
LOT-A-073,LOT-A,89.0529912546364,98.48280069873775,27.37058380972872,1.200426232018163
LOT-A-074,LOT-A,104.34878480409353,111.937015577725,32.03025659009492,1.2404489077171963
LOT-A-075,LOT-A,101.44448824949444,107.21348627576347,31.918695538174244,1.289759958223129
LOT-A-076,LOT-A,106.10143973902629,115.07886034464804,32.949538078734996,1.372104398163864
LOT-A-077,LOT-A,96.45133757272896,103.6943706989832,29.337591372799494,1.1880642397653298
LOT-A-078,LOT-A,99.4016098472121,107.59218830444098,31.336634128548592,1.270057707709863
LOT-A-079,LOT-A,105.08143623956693,111.87403044901836,33.27161182825496,1.2943647603380568
LOT-A-080,LOT-A,97.28575522110508,104.02141360748772,30.671562918157647,1.2612784152491663
LOT-A-081,LOT-A,101.48201101133672,111.81057754052725,32.342431238801886,1.1960183128107347
LOT-A-082,LOT-A,94.98935756072296,99.37131489866857,30.42737254616444,1.3248769991035658
LOT-A-083,LOT-A,96.71679322602499,105.59012344135594,28.171688887878723,1.18061914038408
LOT-A-084,LOT-A,96.50542846778518,102.55751855300073,30.62480720898867,1.3698377918448796
LOT-A-085,LOT-A,88.66836075614373,95.99301865394033,28.222676373587127,1.3466669689099773
LOT-A-086,LOT-A,102.06221837747479,112.70551447860132,33.66473083299873,1.150894451109244
LOT-A-087,LOT-A,94.32317746810946,103.0971505677268,29.419411466012917,1.2987560772652187
LOT-A-088,LOT-A,100.46244252955276,104.55802506652297,31.44331373676531,1.215347666758661
LOT-A-089,LOT-A,105.75764409665913,110.89847606007322,31.68295948760486,1.2824678966482719
LOT-A-090,LOT-A,104.71663913174496,112.75422808877113,30.758919462646418,1.282282066395695
LOT-A-091,LOT-A,103.7716187942707,114.21947956470142,31.51116752193326,1.2767793288525837
LOT-A-092,LOT-A,98.00221776746356,104.58381611331755,31.326812107602553,1.264498671300605
LOT-A-093,LOT-A,95.69264830155743,107.24506028198064,29.597698248874707,1.251926460438256
LOT-A-094,LOT-A,99.76562448426671,106.07190278951148,31.179207871672073,1.2179928591701166
LOT-A-095,LOT-A,85.88386704501144,96.14671577020931,25.98294176177414,1.1052331801442306
LOT-A-096,LOT-A,90.83950571313314,100.59560414347852,27.086945656031276,1.133789717562789
LOT-A-097,LOT-A,88.95267713687088,95.99942944957664,27.567765888543274,1.1831967174846891
LOT-A-098,LOT-A,92.89136709290287,100.43280216009538,27.331303371692883,1.2919518039016933
LOT-A-099,LOT-A,106.27722128670634,111.79796998376463,31.72157995261932,1.2414798071355486
LOT-A-100,LOT-A,93.67905270757235,96.71531775067464,28.88592450508889,1.2265721630322315
LOT-A-101,LOT-A,99.74643708711895,104.38433006548976,31.39646695487793,1.1837755581330796
LOT-A-102,LOT-A,111.27471513249272,119.86413302045408,33.526848380217615,1.2606437668782164
LOT-A-103,LOT-A,98.96866648675599,104.2742958814561,28.762895232431855,1.2489462304113532
LOT-A-104,LOT-A,104.54648990554793,113.68745263422788,32.763768394050274,1.1476608670390689
LOT-A-105,LOT-A,90.10757105093997,100.89767691576571,28.26645319663976,1.096115339490766
LOT-A-106,LOT-A,99.53376559197118,106.76975901057217,29.919414997259093,1.1709901873365056
LOT-A-107,LOT-A,93.65353540518686,100.49051069069344,30.550027129969017,1.2752113159234963
LOT-A-108,LOT-A,97.86929010468852,104.73689836400202,30.812618665527236,1.2875051120748893
LOT-A-109,LOT-A,108.60005261250696,114.21761647035734,32.73563820253917,1.2212538097452812
LOT-A-110,LOT-A,87.36763919622969,96.07270042421156,26.349172955963535,1.2245135763324144
LOT-A-111,LOT-A,103.94650498417155,111.2618972802104,32.839013558505634,1.1148933625628572
LOT-A-112,LOT-A,100.66182724828288,108.489202936228,29.73329948387513,1.1921816933378717
LOT-A-113,LOT-A,93.87406618065675,102.46433507374205,30.416880823200163,1.2352963609285579
LOT-A-114,LOT-A,86.88531658448564,95.3921510556567,28.25311541826971,1.1914424710331057
LOT-A-115,LOT-A,99.21117373582878,109.7402968651963,31.001652286545756,1.2888490814425684
LOT-A-116,LOT-A,95.74358813979663,104.82851028986788,28.858795590289258,1.2492749209527039
LOT-A-117,LOT-A,101.5453746692929,107.5785406178964,30.326254645864715,1.2911449421164798
LOT-A-118,LOT-A,99.64838859086058,106.1442419740279,30.977250171359476,1.3176811314409582
LOT-A-119,LOT-A,109.39312436250944,118.84609224120607,34.23410249695966,1.3376707320032197
LOT-A-120,LOT-A,98.50903545459475,107.46660185955552,29.494269308565915,1.1828278474837683
LOT-A-121,LOT-A,92.48374063410915,99.273530325618,28.900717273389077,1.2387397405442928
LOT-A-122,LOT-A,101.85142066933247,109.86517965583279,32.066817485959604,1.2984204969166682
LOT-A-123,LOT-A,99.33016548018647,105.40623423883434,32.34698809437118,1.3212635055957163
LOT-A-124,LOT-A,109.34256607265348,116.02370983698613,34.450013043402045,1.3058502935810317
LOT-A-125,LOT-A,109.37728175096811,116.24795630890488,32.7737025325996,1.1964121627049082
LOT-A-126,LOT-A,102.87214541070206,110.48483654328126,31.07298590210773,1.3729253390517973
LOT-A-127,LOT-A,114.3841757328647,122.91503434724788,33.892310851977214,1.3013011594578368
LOT-A-128,LOT-A,91.44933517966403,98.61417845905866,29.05159983891435,1.2881222685716767
LOT-A-129,LOT-A,95.99200909245853,103.74635932378662,29.686049325182314,1.142983332217149
LOT-A-130,LOT-A,92.71282408487163,98.88199994855802,27.678218899202278,1.3509089971580495
LOT-A-131,LOT-A,99.47501458608242,107.35048450132541,30.237442421658397,1.3310375072571594
LOT-A-132,LOT-A,89.00459059045227,96.51102623890904,26.711041257690763,1.2738194782699304
LOT-A-133,LOT-A,105.17178646715186,110.88239994680752,32.53421665864644,1.2452162261685915
LOT-A-134,LOT-A,100.91856017317677,107.86842255409341,30.458044062468215,1.264927238588065
LOT-A-135,LOT-A,88.29986821113503,94.88640564590594,26.486458631722776,1.2409368873435842
LOT-A-136,LOT-A,90.7562199653609,96.72476566052056,28.890341330243324,1.2734758795959942
LOT-A-137,LOT-A,99.82804951254946,110.46339036697944,32.57407545039643,1.3135534243337792
LOT-A-138,LOT-A,108.24376780748291,115.31923996041039,32.40251762600275,1.1849780703585164
LOT-A-139,LOT-A,116.49075449065982,126.01031497294737,36.98175750067968,1.315998779020525
LOT-A-140,LOT-A,123.11255674326189,130.68735994858162,37.97109363808946,1.2630338716886316
LOT-A-141,LOT-A,103.01215059812385,110.42470928734929,32.23004324650039,1.2197625355153634
LOT-A-142,LOT-A,91.14159591415702,100.07329631153156,28.22435139821761,1.2646462633387012
LOT-A-143,LOT-A,83.35343578842772,87.30026213229834,25.327532324694026,1.3362666163949877
LOT-A-144,LOT-A,100.39857242964926,106.0797181367097,30.174448304018703,1.2517465967946002
LOT-A-145,LOT-A,93.54284715456645,100.74096722566856,29.955257946773195,1.0896299340138238
LOT-A-146,LOT-A,97.27104273020875,107.53418967565467,29.067689382841007,1.2272116092926062
LOT-A-147,LOT-A,93.9738877316786,100.9227915639682,29.220990334313242,1.3356491170210703
LOT-A-148,LOT-A,101.6297529219002,106.11168829128215,32.17488677293894,1.2521345886190776
LOT-A-149,LOT-A,111.15837838635277,117.02347189469826,33.74847723319027,1.27192846835857
LOT-A-150,LOT-A,106.02466905861407,111.05947077241737,30.823668823303287,1.3081398722165514
LOT-A-151,LOT-A,98.18817249806398,105.64989464218331,31.33346669205774,1.251865135266269
LOT-A-152,LOT-A,92.13263384916121,99.07992201931557,28.700845194276333,1.275497953846169
LOT-A-153,LOT-A,83.69708604330702,94.86388469497344,26.061170761268954,1.1634620518664354
LOT-A-154,LOT-A,96.02191986162534,103.96626167223535,29.239151453840318,1.2998619114600785
LOT-A-155,LOT-A,97.55647684389707,106.72143126338459,30.398719966024164,1.2472047637796397
LOT-A-156,LOT-A,114.56173573560991,121.2591285540831,35.96389232764309,1.253780142100082
LOT-A-157,LOT-A,98.20427679181522,105.20838898473168,31.31322537890931,1.2367419609328187
LOT-A-158,LOT-A,107.7067859178225,116.43490446217879,33.617641858945326,1.306858976590898
LOT-A-159,LOT-A,94.33897786031044,101.34214284282014,28.887087829312996,1.2673350000301224
LOT-A-160,LOT-A,92.38787093663348,96.89940698167788,26.059979583958057,1.1477604282433775
LOT-A-161,LOT-A,91.02951081794701,98.54593339932188,28.279799527859936,1.2523148673788551
LOT-A-162,LOT-A,93.7305719874803,103.83272602349791,28.660625515406235,1.1982609224314675
LOT-A-163,LOT-A,117.746071167262,123.31869434838758,36.59035830069521,1.256153191023576
LOT-A-164,LOT-A,93.20774283132766,104.07977130579984,28.46519507928775,1.3736178902314446
LOT-A-165,LOT-A,106.36976645604861,112.69051383034156,33.135388890061996,1.185425287980874
LOT-A-166,LOT-A,91.64894880358354,100.99277578135909,29.205206269264274,1.2126699379847445
LOT-A-167,LOT-A,108.93369182056355,118.36380634727574,34.45934247717876,1.2817648044275434
LOT-A-168,LOT-A,105.12475079697546,107.56437949120655,31.70035315703977,1.1979796846205943
LOT-A-169,LOT-A,98.92573561042637,105.50375012584064,30.47861174024815,1.362930492812243
LOT-A-170,LOT-A,99.41932009628596,108.47539640857028,30.713093471244733,1.25454279727741
LOT-A-171,LOT-A,94.77072345721898,103.2392824434364,30.30837254377285,1.3488436398561998
LOT-A-172,LOT-A,104.03300773472039,113.03315759287638,31.185567452327106,1.2447273954550628
LOT-A-173,LOT-A,97.77056635459914,105.80088000668997,30.040928754990905,1.303183637574077
LOT-A-174,LOT-A,90.93130395335274,99.81137871756962,28.191985031422913,1.228658101065738
LOT-A-175,LOT-A,90.28026129084259,91.09743060617295,28.137023404795382,1.031095230487113
LOT-A-176,LOT-A,98.79550823066883,110.39469681100108,31.81004150576429,1.1802542731916041
LOT-A-177,LOT-A,111.56457698846506,124.38443043261442,34.528922210639735,1.384575218744179
LOT-A-178,LOT-A,101.277053128823,110.19839989503706,32.690278720461016,1.2578616269716052
LOT-A-179,LOT-A,97.54737742008473,106.75550995902204,30.677288362295418,1.168115500867906
LOT-A-180,LOT-A,101.90286100980911,108.9851536581711,32.448335031964255,1.2520767124511154
LOT-A-181,LOT-A,110.02382030993324,119.07149118710181,34.41738193415786,1.2870088519813867
LOT-A-182,LOT-A,100.25549166790678,107.81228954654118,32.42781197570439,1.2252597876677163
LOT-A-183,LOT-A,94.5873190144348,105.33721414436272,30.35159631235848,1.1581570845645976
LOT-A-184,LOT-A,109.19453225367452,119.0295006397742,34.04310516231354,1.2879188890256836
LOT-A-185,LOT-A,101.32364786055679,112.36653593830074,31.821220159808444,1.2210325904765214
LOT-A-186,LOT-A,113.59188135009752,124.22748079219383,36.244170903830344,1.3288884722903542
LOT-A-187,LOT-A,101.30127422532996,110.28858586364996,32.067879701737716,1.2572706769579678
LOT-A-188,LOT-A,90.4003940281033,99.06809382968724,27.915890684512412,1.2062427838175802
LOT-A-189,LOT-A,88.4330168072809,97.44692527398493,27.609359818830715,1.2704125986121002
LOT-A-190,LOT-A,114.21254232115328,121.5143344086828,35.69929980283734,1.2727305562075037
LOT-A-191,LOT-A,111.93710613589916,125.77708140994018,34.87409519253704,1.150694279408889
LOT-A-192,LOT-A,96.99628072935974,104.4068636758817,30.596531005985174,1.2335689696672258
LOT-A-193,LOT-A,96.4292534794512,105.92866547635002,30.321595732536913,1.2689628722386572
LOT-A-194,LOT-A,112.30629702393065,121.85914802097712,32.93801917133871,1.2281337048641323
LOT-A-195,LOT-A,87.87331944691789,98.50724516073987,28.250820330752674,1.3127319364873808
LOT-A-196,LOT-A,94.62363543743507,100.67510865272641,28.38078813107203,1.2791096667527442
LOT-A-197,LOT-A,104.3547379015259,113.55555820322667,33.38435950439745,1.2165337192406347
LOT-A-198,LOT-A,98.05167697598704,105.94541447587775,29.257545841603562,1.308433647693044
LOT-A-199,LOT-A,101.0068745842967,108.15959884628391,30.3774390041121,1.198447638885466
LOT-A-200,LOT-A,97.88596294644935,107.67304228333214,29.830161477738088,1.276250734917192
LOT-A-201,LOT-A,100.83796309707388,110.50850693274509,31.92490308468056,1.396707808703535
LOT-A-202,LOT-A,109.19388140722918,123.10467241473077,34.61042894724784,1.2746703150809577
LOT-A-203,LOT-A,100.90220112529627,109.67210723202156,31.101702485626717,1.3372430108874476
LOT-A-204,LOT-A,104.46680362987777,115.82810031827056,32.08147451115619,1.2463848892159228
LOT-A-205,LOT-A,81.99067936331649,91.196560487787,27.071673954984288,1.2453586292107488
LOT-A-206,LOT-A,99.31492423650319,105.34983908118794,30.69574424037146,1.1544323444167084
LOT-A-207,LOT-A,91.8848408575788,101.16806255688788,29.963999487866797,1.41855265167377
LOT-A-208,LOT-A,89.36961788900463,100.34005547123074,28.172345594470723,1.2409251411952174
LOT-A-209,LOT-A,93.62367274215923,100.53659651709552,28.910498710506474,1.2255000102304
LOT-A-210,LOT-A,95.22984798469523,72.11201595186985,30.693969773686966,1.2333979945948572
LOT-A-211,LOT-A,106.43308698936386,115.93040921940228,33.907384107375414,1.260821836581584
LOT-A-212,LOT-A,88.40477585312203,98.99255283002807,28.973894462391186,1.2796733993193712
LOT-A-213,LOT-A,101.70554720777147,110.74857608964341,31.98004555475777,1.2868459506267573
LOT-A-214,LOT-A,97.0241651039437,104.8560972426909,28.921389665695088,1.292043389411575
LOT-A-215,LOT-A,95.34489428841448,103.57970555446256,31.230222780228807,1.3004132097616519
LOT-A-216,LOT-A,110.25316003696562,116.1204788432572,32.565040333734004,1.2355737681757795
LOT-A-217,LOT-A,104.45797044189227,112.80729480839393,33.24147066677509,1.2283237744997932
LOT-A-218,LOT-A,111.22723656724634,117.5778653494361,34.67700112889305,1.2501865130111383
LOT-A-219,LOT-A,97.63923455857402,106.19341220693116,30.46948531824807,1.2337906922397743
LOT-A-220,LOT-A,97.0894709700359,101.79016383054937,29.078945434914786,1.1241529425433916
LOT-A-221,LOT-A,96.8678184369868,105.53971297323979,29.896147993195047,1.3329024556026678
LOT-A-222,LOT-A,101.69256766707545,112.67206077521988,31.650755749592925,1.2522336701852945
LOT-A-223,LOT-A,101.27939219606094,109.53318632028298,32.81293793140509,1.1108233563949268
LOT-A-224,LOT-A,88.32257680547505,97.54454539379148,28.322339886411307,1.2914062654858407
LOT-A-225,LOT-A,101.4335490500642,108.01333988750369,32.039649613030534,1.3118117241891638
LOT-A-226,LOT-A,102.10191338801859,111.89720791737382,31.784122469490185,1.216311018393027
LOT-A-227,LOT-A,121.18651755877137,129.97220192945045,37.24440749048771,1.3383772143313744
LOT-A-228,LOT-A,111.33844869744324,121.3805691011545,34.70491829487904,1.2282043611458717
LOT-A-229,LOT-A,92.79214094088039,97.61332615562571,28.095830064765465,1.1983494992885857
LOT-A-230,LOT-A,101.38706924572043,109.12049165170941,29.957889729210322,1.2281850025815921
LOT-A-231,LOT-A,86.56865798952154,91.53960027767778,27.277159686317415,1.1901288810053585
LOT-A-232,LOT-A,95.1470680907991,99.69587970126854,28.925467038722346,1.2589176257181698
LOT-A-233,LOT-A,103.07415442539863,111.56177114850458,30.726309221578415,1.3012811438081338
LOT-A-234,LOT-A,108.4465114222031,119.68429111368897,33.98200603850827,1.1674167500553232
LOT-A-235,LOT-A,93.69303274117935,102.43144312602277,29.68224438677553,1.2415407261533349
LOT-A-236,LOT-A,97.0644968153592,104.36319629978736,29.17239353551206,1.2950073087282166
LOT-A-237,LOT-A,85.72237798987304,93.36839198462408,24.692323301590136,1.194408013330571
LOT-A-238,LOT-A,100.9260508157415,104.47800434481672,29.538555610415283,1.2208283521580572
LOT-A-239,LOT-A,92.13102476933537,98.61594606831119,27.84476136226381,1.2095472522965294
LOT-A-240,LOT-A,94.69597898445235,101.66662409023925,31.512296521952987,1.2678506642711334
LOT-A-241,LOT-A,94.3152523562664,99.4457679403942,28.676619928395542,1.2071867611177787
LOT-A-242,LOT-A,95.26833706360074,104.42955297756217,29.317733921469344,1.1150129733229035
LOT-A-243,LOT-A,84.1451344076998,95.46313805744198,26.605284655272072,1.3274338257392704
LOT-A-244,LOT-A,88.88011190222339,96.88984673125216,26.641010195186684,1.2814370572515603
LOT-A-245,LOT-A,118.12704824733791,125.24340046345712,36.72816513432311,1.28397126551449
LOT-A-246,LOT-A,88.87629041811263,94.6311320332504,26.859889332921785,1.2551903325152878
LOT-A-247,LOT-A,91.71623017554685,96.9387209412361,28.301240038493376,1.2842322221683091
LOT-A-248,LOT-A,115.62259429856847,126.97469312494115,36.57713021599529,1.1899225140346075
LOT-A-249,LOT-A,125.76591666823029,132.0378273331257,39.04046482967975,1.2540791975630654
LOT-A-250,LOT-A,90.00924290171181,94.26227060739917,27.957263152340072,1.1564370058816635
LOT-B-001,LOT-B,106.88895151337067,115.10825858125119,34.45901948798995,1.2698173967369955
LOT-B-002,LOT-B,111.8167405532974,122.10252743982257,33.07589191184158,1.2474119846215455
LOT-B-003,LOT-B,96.62098335233362,101.37938206528194,29.077991281879676,1.2828877027785317
LOT-B-004,LOT-B,103.7591738051257,106.61409382958679,30.40302625601497,1.2626174774651688
LOT-B-005,LOT-B,93.12455298108993,104.35666777429093,28.948889513512043,1.133928155857213
LOT-B-006,LOT-B,93.07010128363969,97.07053989235699,29.25405743943443,1.238696952364137
LOT-B-007,LOT-B,105.55926356625012,116.8493923194563,33.87956273479948,1.2397766945986333
LOT-B-008,LOT-B,96.48965340403743,108.90159257865746,31.3487132934352,1.2685634942094166
LOT-B-009,LOT-B,115.38940395941027,120.70090288936188,36.921331452937025,1.1924343348114879
LOT-B-010,LOT-B,97.26597456117791,100.45881599518006,29.059851703000714,1.3409821188035203
LOT-B-011,LOT-B,107.60334092529463,118.31411112284519,33.66791841551213,1.2437025106399897
LOT-B-012,LOT-B,102.82508279106129,108.36833423865144,29.81699477808452,1.2018055944828978
LOT-B-013,LOT-B,107.1930116710064,115.6665402169152,31.719882863977343,1.206539448835508
LOT-B-014,LOT-B,95.55015671755706,103.40561865244082,28.790318138940496,1.2122977335128313
LOT-B-015,LOT-B,98.51061357169804,109.11487816307816,31.524391131664267,1.241251372514671
LOT-B-016,LOT-B,98.48794927180242,155.9611404373976,30.060302693374183,1.1811900750699535
LOT-B-017,LOT-B,91.90121126784513,99.5068401997895,27.995799315348634,1.2597235735437724
LOT-B-018,LOT-B,106.39122578732957,110.54618785718986,32.662065174735574,1.23680385228402
LOT-B-019,LOT-B,105.71425507293212,113.5922738719899,31.44973810988904,1.17425664206857
LOT-B-020,LOT-B,104.792572922622,115.18587440347513,30.700665746531406,1.2707435947880947
LOT-B-021,LOT-B,114.08015823927262,120.97333149743602,35.25183681853691,1.2078158551461318
LOT-B-022,LOT-B,111.41570911097511,117.28051204606537,32.718900460330936,1.3065659480735166
LOT-B-023,LOT-B,95.52295008962025,103.84942218969661,28.96098336655799,1.1654018178149674
LOT-B-024,LOT-B,102.7236619973315,109.76401764300002,32.22754654811252,1.2771523051387754
LOT-B-025,LOT-B,95.4924689554212,103.08929162666594,30.71568485458514,1.1859443738573068
LOT-B-026,LOT-B,100.10444022961207,110.46716957226894,32.06955303143452,1.1646941810393256
LOT-B-027,LOT-B,94.73347124456528,105.53440695134755,29.91908465034447,1.2617157818887863
LOT-B-028,LOT-B,112.63403543293641,121.22980561952,35.24834961712966,1.234857552500931
LOT-B-029,LOT-B,102.84571727117704,111.29954943119328,31.359514190055748,1.2819277624328862
LOT-B-030,LOT-B,102.62713394778775,102.56225505452565,30.718497781653014,1.2043885946828656
LOT-B-031,LOT-B,110.41505244112989,118.40597940749481,34.569657877437784,1.3205303945905267
LOT-B-032,LOT-B,82.92370839828898,91.50998743619601,23.74143546867644,1.3454271378749614
LOT-B-033,LOT-B,84.4497724689162,92.75384029185427,25.029124968860867,1.20015380710368
LOT-B-034,LOT-B,106.58561668297534,114.84197020242392,33.20013473535303,1.315070909655798
LOT-B-035,LOT-B,97.83591711198467,110.47008553516868,31.156587279297412,1.237773088332527
LOT-B-036,LOT-B,99.79689755050875,111.1699533710067,29.689820543821856,1.2889036406743228
LOT-B-037,LOT-B,87.15067242024212,96.64685349256268,27.61520259390766,1.320172288837633
LOT-B-038,LOT-B,99.54614755967623,106.41098361596151,30.53709824031413,1.3263729661252799
LOT-B-039,LOT-B,116.83252073698208,124.53906134282128,35.77954620182371,1.1559693745648731
LOT-B-040,LOT-B,107.17630825964422,111.60145329964533,33.6454522297621,1.257717295549476
LOT-B-041,LOT-B,104.93808006050338,107.2659934425853,31.338742559121666,1.3578972620553837
LOT-B-042,LOT-B,98.2746531795976,102.81415011353354,30.09032024563851,1.2501199613849052
LOT-B-043,LOT-B,97.26635098613608,103.19352968787878,29.95000300520331,1.154116857483397
LOT-B-044,LOT-B,83.16910206420198,90.50377158415552,25.53765370466885,1.1530969465649128
LOT-B-045,LOT-B,103.54392116164648,110.95506331274446,31.0581361657237,1.2331639731897162
LOT-B-046,LOT-B,104.51286076368207,113.25415380172743,32.66654903194929,1.323705248736809
LOT-B-047,LOT-B,86.43579029630386,95.6670763319034,26.661811106327608,1.2648768536511126
