Serial_No,Lot,Aircraft_Fuselage_Temp_0h,Aircraft_Fuselage_Temp_24h,Satellite_Sensor_Vib_0h,Satellite_Sensor_Vib_24h,Aircraft_Actuator_Press_0h,Aircraft_Actuator_Press_24h,Aircraft_Fuselage_Temp_24h_Max_Limit,Aircraft_Actuator_Press_24h_Min_Limit
LOT-B-038,LOT-B,18.656104242272253,22.792680971050178,0.9093311092207608,0.9352074775393836,202.76648173443408,228.46651813773386,40.0,170.0
LOT-C-039,LOT-C,21.709756339471475,20.861989354973446,1.101407819538138,1.029860244526789,206.66153437617365,219.33048922778292,40.0,170.0
LOT-A-040,LOT-A,22.282001113925247,23.721960410924193,0.9281765239430472,0.8163047053542378,218.7408417409099,209.52435230450425,40.0,170.0
LOT-B-041,LOT-B,20.183092824327353,21.050448358021114,1.0146418445566088,0.9019815308744372,210.41786929245185,214.21801753152647,40.0,170.0
LOT-C-042,LOT-C,22.230993571095297,19.599447926010473,0.976489063412632,1.071989421421813,217.79978590439003,223.3597149120392,40.0,170.0
LOT-A-043,LOT-A,22.65570277688956,23.9763666741942,1.0907158360414493,0.9122053772857371,225.62737230305214,224.47913969476497,40.0,170.0
LOT-B-044,LOT-B,23.409561458052547,46.0,1.0022327088175444,0.8355086129148691,220.2365050458593,211.100785650778,40.0,170.0
LOT-C-045,LOT-C,22.74426380144677,22.793746374505893,1.0631524562672492,1.0218074219942044,203.7377948525733,212.61523245297477,40.0,170.0
LOT-A-046,LOT-A,23.312682628053516,21.121389878114304,0.8478879541334202,0.9002022870517993,204.53399279407677,211.31352856655673,40.0,170.0
LOT-B-047,LOT-B,23.83194245208693,26.09550117922787,1.0433624098424892,1.0828710864881816,168.38757980129458,220.68520617292032,40.0,170.0
LOT-C-048,LOT-C,21.32192096392898,23.81784816305447,0.9386682688081287,0.9331849054167747,205.90543938432575,203.19985999596236,40.0,170.0
LOT-A-049,LOT-A,21.517617558209352,20.15393609290199,0.9626054831292299,0.947154961550136,210.9542196196963,211.21755679572414,40.0,170.0
LOT-B-050,LOT-B,23.304859660746832,21.37566442224127,0.887246952768739,0.7408946650720138,190.02127533642462,189.5653126241394,40.0,170.0
LOT-C-051,LOT-C,24.7662774836334,19.029881674127726,0.9566635197559894,1.142038602466067,205.8800759782634,223.48308692794117,40.0,170.0
LOT-A-052,LOT-A,25.32509652831551,24.296143097776866,1.1847126122437344,55.460524761924766,203.44371849718615,212.97898863507217,40.0,170.0
LOT-B-053,LOT-B,21.2067103114639,20.03017342615236,0.7473187428154273,1.2510955047090981,205.17466190653985,207.82585785300077,40.0,170.0
LOT-C-054,LOT-C,20.817443989501108,22.775839422809078,0.8723617423288871,0.8978507555755787,199.1842221192736,194.67542223153046,40.0,170.0
LOT-A-055,LOT-A,20.680608718059688,23.07827098456866,1.1506476413947893,1.0886000468144688,226.53063026164796,212.74408881264168,40.0,170.0
LOT-B-056,LOT-B,21.869772281502165,20.01158947617361,0.9021757395617378,0.6733312841376435,207.44854642496574,223.63109297899803,40.0,170.0
LOT-C-057,LOT-C,22.624113216930304,24.67885939101674,0.8564232759486587,0.7736202652046897,205.86804852522377,204.42557722484847,40.0,170.0
LOT-A-058,LOT-A,24.207601537751994,26.29379094564354,0.8137509171430677,0.9062042229755853,208.8937518001796,204.9040619613103,40.0,170.0
LOT-B-059,LOT-B,19.803006807865145,22.721802016698906,0.9463456535715398,1.0033427536356572,199.36538421351491,207.15756377458615,40.0,170.0
LOT-C-060,LOT-C,18.91403416125234,24.28456669053835,0.7807709255578669,0.9177548231405235,206.1999710518493,202.71640746812676,40.0,170.0
LOT-A-061,LOT-A,20.143350026967187,19.19460051119154,1.1113394861556123,0.9869558913814254,212.65006457885636,228.21777039411018,40.0,170.0
LOT-B-062,LOT-B,21.872023128838148,23.60644845329889,0.9061134414805246,1.1082748618516745,214.79057911218084,211.27893889628385,40.0,170.0
LOT-C-063,LOT-C,21.596158219687474,23.0906343902527,1.0434130808265187,0.684112510514622,209.12359824206698,204.33301103209288,40.0,170.0
LOT-A-064,LOT-A,21.517046101934348,18.806709496677804,0.9916263792391466,0.8442878857902458,208.24919311206432,203.5222649190872,40.0,170.0
LOT-B-065,LOT-B,19.052611454413704,21.71419943721511,0.6828958842952011,0.8317163080163611,207.45800761535068,208.26775322309524,40.0,170.0
LOT-C-066,LOT-C,22.158729016507817,22.301047752798603,1.1604813611320524,1.0108926531193803,199.30229469906217,202.49814922165942,40.0,170.0
LOT-A-067,LOT-A,20.87623378524889,22.22587865710095,0.8315703337762819,0.8431108273259934,225.14059882392755,144.5,40.0,170.0
LOT-B-068,LOT-B,21.453029447032563,22.083973838474673,0.8779834270821596,1.135412742962929,214.60726225435062,218.98986270002428,40.0,170.0
LOT-C-069,LOT-C,16.4481752198475,23.184364537780546,1.0312077874598522,1.211010472002942,210.57538925744004,192.01900971104402,40.0,170.0
LOT-A-070,LOT-A,23.122706854431062,21.427988133704115,0.6891720155329252,0.8741215457960967,219.8213967773986,219.75375222969103,40.0,170.0
LOT-B-071,LOT-B,23.36270863168265,20.576466687857838,1.2063459530334306,0.8026705903516937,209.62741453098354,194.62052042434922,40.0,170.0
LOT-C-072,LOT-C,24.437194202335753,23.417734126726163,1.0110622167427863,0.9666318763284089,209.72745019739838,210.02014023006495,40.0,170.0
LOT-A-073,LOT-A,18.670286674263707,24.462449243240425,1.0142933232678888,0.9041002205609177,210.24419544427354,211.2263290522354,40.0,170.0
LOT-B-074,LOT-B,24.898747099620966,23.397759703329495,0.910013141559527,0.8891868690427905,196.843332982705,202.73418498107682,40.0,170.0
LOT-C-075,LOT-C,22.204728921357585,22.101942928982385,0.914236802171992,1.0525454385531021,214.31255141141037,211.03439664623698,40.0,170.0
LOT-A-076,LOT-A,23.26131051366933,22.93910502507986,0.9017005689419765,1.0169561416716126,194.86067158967896,220.33724115392025,40.0,170.0
LOT-B-077,LOT-B,19.76259506681393,24.178668586193062,0.907172050794121,1.100187937618311,210.74561809069468,199.4852775473476,40.0,170.0
LOT-C-078,LOT-C,24.01908494137051,22.943230995447948,0.9201016008592735,0.9669559145250991,219.45816089053628,216.24297395526472,40.0,170.0
LOT-A-079,LOT-A,22.504918489266107,19.649510058208293,0.8576248796519277,0.9704057808686611,226.6191225370162,212.14606874771346,40.0,170.0
LOT-B-080,LOT-B,21.92844086920052,24.872263849700957,0.8929749239202062,0.9532620869354461,211.89380709896116,194.27879533827513,40.0,170.0
LOT-C-081,LOT-C,23.82019966822712,23.41142619938787,0.8725824942494879,0.8085717241391431,212.41291039762052,221.81937869963446,40.0,170.0
LOT-A-082,LOT-A,20.944477161092244,20.58735781338872,0.9570291206152717,0.7496426788654245,190.50915424874114,204.30573753953146,40.0,170.0
LOT-B-083,LOT-B,20.858491575809428,22.080386863283486,0.8405927500409558,1.0005519962679916,208.5215716735113,202.85016534839514,40.0,170.0
LOT-C-084,LOT-C,21.278760771229248,23.808533477436374,1.0219148337063122,1.0750307478843966,216.79417999724026,177.21899208598126,40.0,170.0
LOT-A-085,LOT-A,20.301052765067727,22.01292273330016,0.931708196452642,0.7473484498827412,223.3291129973217,211.4425306745782,40.0,170.0
LOT-B-086,LOT-B,20.98837205458405,22.923391659210953,0.8655638430673822,0.858981392584923,215.09213524817963,204.25845400126744,40.0,170.0
LOT-C-087,LOT-C,19.56706985127223,21.407735974226465,0.8934899295457722,0.8174970572093956,221.89751799741566,198.2304108094655,40.0,170.0
LOT-A-088,LOT-A,25.27326374654612,24.316194128713242,0.7944224134061949,0.9749782107239752,221.19854922462986,206.77990656242028,40.0,170.0
LOT-B-089,LOT-B,19.966014965145092,22.832733118038327,1.1464357083289967,0.7645932670316842,215.57052099277658,208.70811292692113,40.0,170.0
LOT-C-090,LOT-C,21.905120294331006,21.883890601290453,0.8695866051412483,1.0935356723035752,215.97121107917837,199.16229713959004,40.0,170.0
LOT-A-091,LOT-A,24.927153643097412,20.16413942065627,0.9877100236177991,0.9827960938712081,221.40589298211654,212.03977412782623,40.0,170.0
LOT-B-092,LOT-B,24.02600557419024,22.586333490251302,1.0251502912204302,1.0039329714529313,229.97695520647304,202.0643070457458,40.0,170.0
LOT-C-093,LOT-C,24.277662892534075,23.518320602926078,0.9297779736572398,0.8857095272557135,214.67504686957017,194.6870143854927,40.0,170.0
LOT-A-094,LOT-A,19.66710495183879,23.99089492676654,0.7221626163020933,1.1463139676803298,208.1910298519209,211.07178227460005,40.0,170.0
LOT-B-095,LOT-B,22.268537913980726,23.439521903426993,0.8754308668207602,0.9119163447409767,209.53850135047136,218.68005044512338,40.0,170.0
LOT-C-096,LOT-C,24.17510247632164,25.063322981992233,0.9528840714238939,0.9337386203235868,195.56292366041163,214.8272510617212,40.0,170.0
LOT-A-097,LOT-A,23.64949277417106,21.878127801851814,1.0059605568673737,1.127451370125056,211.53537336076246,218.7636081144182,40.0,170.0
LOT-B-098,LOT-B,22.69120493812816,19.348821100341333,0.8524613994925264,0.9066376994079197,215.45367836334177,200.52566184451027,40.0,170.0
LOT-C-099,LOT-C,21.34804974024529,20.817218627815116,0.9045702197206024,0.9690383531826116,219.46242117879206,216.30151963218466,40.0,170.0
LOT-A-100,LOT-A,22.43445490590547,23.10428056700399,0.9222811688643319,0.974640418249051,224.61274718860838,185.11237947312742,40.0,170.0
LOT-B-101,LOT-B,21.822463125783948,23.240533103883386,1.0448273749785084,0.8177583795671707,213.81519392936178,216.92042458727312,40.0,170.0
LOT-C-102,LOT-C,21.33704738673414,46.0,0.8660718646308955,0.8039177591517666,216.55249570652435,200.6493477247006,40.0,170.0
LOT-A-103,LOT-A,25.34381436964379,22.91537082620476,0.812607823291083,0.8944288181651104,200.86460661845766,212.4333358247677,40.0,170.0
LOT-B-104,LOT-B,24.82297063866024,22.23709079904348,1.0202382709146383,0.8375201741027755,213.46675625543645,230.6197399868396,40.0,170.0
LOT-C-105,LOT-C,19.6087097018001,24.987906041987188,1.0500946989751119,0.7156237367060639,197.78430522972087,199.4586988974461,40.0,170.0
LOT-A-106,LOT-A,23.882386866348615,21.831402840948943,0.8891414262334845,1.0519584571297567,211.7523727802254,210.87325761618806,40.0,170.0
LOT-B-107,LOT-B,21.559647878429303,24.78127049915905,0.8158219979062363,1.1776772992600884,207.64356420376657,201.14354787758785,40.0,170.0
LOT-C-108,LOT-C,23.300499585131142,23.500752610996898,0.6714309803154525,0.9885582367750901,198.52677348251152,200.83210530665286,40.0,170.0
LOT-A-109,LOT-A,23.550652072473014,21.002945186781663,0.9515361856426336,0.9102388414410001,228.05887069388152,207.7824650829301,40.0,170.0
LOT-B-110,LOT-B,20.01591768398063,20.53855081421282,0.7999298671934473,0.975822622277806,210.60930993047933,217.87451778442346,40.0,170.0
LOT-C-111,LOT-C,22.42626434900009,22.875736253862552,0.9471024349252607,0.9420215353284843,213.239932810962,216.0785369172528,40.0,170.0
LOT-A-112,LOT-A,23.53038171280272,21.590578717900453,0.6957846874834221,0.8534731934615534,213.12358043507066,184.97430765573012,40.0,170.0
LOT-B-113,LOT-B,21.259770741823726,23.4748470007104,0.8399509206033798,0.8128353382293569,226.34780148096462,221.74625213703777,40.0,170.0
LOT-C-114,LOT-C,21.64608088429415,25.12939603869784,1.063128855427121,0.8109766319295946,234.66302541142525,199.66453291807332,40.0,170.0
LOT-A-115,LOT-A,21.632868812219712,20.5299877345261,0.9162952823018051,0.7865665323654859,210.45024627443922,218.82153679334198,40.0,170.0
LOT-B-116,LOT-B,22.48541638315976,22.103583000401052,1.0921036573476792,0.8405923350372189,219.20242044073947,205.6416524683865,40.0,170.0
LOT-C-117,LOT-C,22.484628548988653,22.66030779597884,0.9216513263083327,0.949828058202492,203.4240816806754,203.08181085140484,40.0,170.0
LOT-A-118,LOT-A,22.884863842273525,22.38890474785272,0.7663090147856163,0.8645721848990277,204.1924782485163,207.92067539898653,40.0,170.0
LOT-B-119,LOT-B,22.403589645250428,22.75848035798664,0.8268694937537899,0.95796262085801,198.0685601993347,181.0063629656612,40.0,170.0
LOT-C-120,LOT-C,21.97545467938867,19.435136492339897,0.7911538923930519,0.7982832473081927,215.99663130528984,196.85508341085125,40.0,170.0
LOT-A-121,LOT-A,22.55994485545338,21.63603192907137,0.7556080904198248,0.7494299218186539,214.428715676426,211.94620003243978,40.0,170.0
LOT-B-122,LOT-B,23.44366944746935,26.03078551019539,0.9357425595245904,0.98980700413809,209.1046445821944,209.22165806288024,40.0,170.0
LOT-C-123,LOT-C,21.409191427461582,20.84091761298525,1.1416466171374637,0.7104498018178679,212.44797240008558,212.3689693818918,40.0,170.0
LOT-A-124,LOT-A,22.299906462066527,20.702176604956616,0.8787401613199157,0.8917725913838107,200.439788302242,207.66444251361264,40.0,170.0
LOT-B-125,LOT-B,21.28418741386381,21.467619736321364,0.9828763477336011,0.8131522221925636,214.0096493996148,202.24081730183408,40.0,170.0
LOT-C-126,LOT-C,22.774602670211205,22.636453864264375,0.9290818379592675,0.822829480085639,203.02871588428002,199.86488008024216,40.0,170.0
LOT-A-127,LOT-A,22.309531984441502,23.9132947045524,1.02898766941306,0.8845036095601974,210.72483978196635,192.60759195037593,40.0,170.0
LOT-B-128,LOT-B,18.004070726029482,20.84497386839815,0.8193901169519759,0.7474535436119002,193.94791098451424,212.97139209234334,40.0,170.0
LOT-C-129,LOT-C,20.538745346514123,19.292457194004843,1.176587449804986,0.9706631427358434,207.02215662937914,214.2830998977096,40.0,170.0
LOT-A-130,LOT-A,20.60781699350516,25.477704566354255,0.7136944909700191,-43.09748271488699,208.59355262698762,200.55844680677376,40.0,170.0
LOT-B-131,LOT-B,24.493606576078715,19.42110307746552,0.8097635699656844,0.9777295200341716,214.82280609068243,217.24668704214085,40.0,170.0
LOT-C-132,LOT-C,22.56793907857175,26.621749028703277,0.8398618650834005,0.9689243965481683,217.4119306719327,204.71233189554442,40.0,170.0
LOT-A-133,LOT-A,21.416833383467086,21.55873257287243,0.818962436825206,0.7992608807851024,204.70777921857547,192.99206608829905,40.0,170.0
LOT-B-134,LOT-B,22.615284798445465,19.413579848721625,1.1423072318999514,1.1651401664457706,219.5524296991112,205.61426715982566,40.0,170.0
LOT-C-135,LOT-C,20.872708694740417,24.738120615759964,0.9165402144514405,1.0168754558311557,203.15133833034824,217.67235159693217,40.0,170.0
LOT-A-136,LOT-A,20.485289004621535,22.61634448649413,0.6876282467218039,0.8591285635872395,214.07201314317757,203.2887079234359,40.0,170.0
LOT-B-137,LOT-B,21.11308453230413,23.901787452466827,0.8854333789066743,1.1044628452665475,187.8897090743647,212.9061925956501,40.0,170.0
LOT-C-138,LOT-C,22.819042354298382,19.48211417733963,0.7387609299713357,1.0571011384413294,199.9741800716881,201.49042214092793,40.0,170.0
LOT-A-139,LOT-A,22.97976377167172,21.77344199381849,0.9507732227447182,0.8308463035049402,212.1923769001829,217.74247800371978,40.0,170.0
LOT-B-140,LOT-B,22.488312457848153,18.247707175081885,0.9715052488193223,0.9506581111340856,201.40486505016668,220.67455276678453,40.0,170.0
LOT-C-141,LOT-C,18.778988405554735,25.945040204766595,0.8179938042282248,1.1468262810821725,209.1199796307758,194.90598997060988,40.0,170.0
LOT-A-142,LOT-A,22.073755602465244,23.02564822526046,0.9582788586979565,1.0803368353489815,201.4743809369936,212.14406144896813,40.0,170.0
LOT-B-143,LOT-B,23.223213951755103,21.883028998308877,0.7816106128840065,0.8191673093870578,216.2278659823188,215.0417000125331,40.0,170.0
LOT-C-144,LOT-C,20.415929622572964,19.86335152404043,1.041457468783931,0.741808391406211,210.93442363282918,199.85799258710938,40.0,170.0
LOT-A-145,LOT-A,18.755054230136363,22.62981443355081,0.8706314981343095,1.1290742051509042,229.8543939934848,205.6931162289612,40.0,170.0
LOT-B-146,LOT-B,23.737284785334747,24.37059621025137,0.8308080256148324,0.830589111631133,223.9245509831025,204.01598451353607,40.0,170.0
LOT-C-147,LOT-C,21.85341421902458,21.843329825315152,0.8773786082838348,0.8645759475350107,216.201748599322,219.34227577615263,40.0,170.0
LOT-A-148,LOT-A,21.230666154035163,19.783794850135514,0.8993216771893604,0.7502718279275423,203.7674412462739,219.10240912183144,40.0,170.0
LOT-B-149,LOT-B,26.056928727710464,23.10454053243648,0.7660637389636222,1.0436278810419566,189.37506775379356,200.90006878801256,40.0,170.0
LOT-C-150,LOT-C,24.627802733247385,23.802322445467624,0.7284306416407998,0.727535477059909,217.15452335852916,207.0174543633727,40.0,170.0
LOT-A-151,LOT-A,20.835900177419937,23.17317087383873,0.82470955154665,0.6941150807964526,216.7365626619875,201.34140786346651,40.0,170.0
LOT-B-152,LOT-B,20.102354965668102,19.87230680428155,0.9231206285328474,0.8385980593817154,215.0858694900043,204.94042813271426,40.0,170.0
LOT-C-153,LOT-C,23.83480111831747,21.663115056722877,0.8152168588098232,0.6879671674075358,199.65787039717367,214.27703803663917,40.0,170.0
LOT-A-154,LOT-A,27.37159925456375,20.027630466724982,0.7694135482814565,0.9864622921157037,213.77316263029138,201.0720476583611,40.0,170.0
LOT-B-155,LOT-B,22.04098273775849,19.355410146528552,0.8577834549353159,1.0593064084339971,224.13573151507296,205.8911967288051,40.0,170.0
LOT-C-156,LOT-C,21.436390160227702,23.25065597600347,1.0255654759996118,1.0058699559879072,202.78308752456553,210.84944568505685,40.0,170.0
LOT-A-157,LOT-A,23.634656678138246,21.04872358086381,0.7339464318012627,1.0087787934430934,212.7898785054881,216.62033808358743,40.0,170.0
LOT-B-158,LOT-B,22.061563047630678,21.179585166439836,0.84138503190313,0.8099956430328678,201.04391566611673,202.19207855480178,40.0,170.0
LOT-C-159,LOT-C,21.039279676225807,24.506177403812714,0.7472835339197783,0.9370540622857705,204.26006741847547,221.57300403198406,40.0,170.0
LOT-A-160,LOT-A,22.377383106747992,21.697838316878745,0.991186883378445,0.952101721518103,205.29045913128348,222.03301002541886,40.0,170.0
LOT-B-161,LOT-B,23.183804409348966,25.6749927617809,1.0322293908564824,1.0439453988718945,210.7511509454865,197.30123317598125,40.0,170.0
LOT-C-162,LOT-C,23.184543495799904,22.54779530237126,0.9750159986526411,0.9429351974686494,203.41482786323138,198.06377753500266,40.0,170.0
LOT-A-163,LOT-A,23.17020688913197,24.85499978213623,0.8602905824720558,1.0029481300920664,221.98030474059357,199.70172324707838,40.0,170.0
LOT-B-164,LOT-B,21.312468362544326,20.30352700790308,1.0354215066296284,0.9782983920005818,205.48601351594823,191.96571636303656,40.0,170.0
LOT-C-165,LOT-C,21.60239263644881,24.303831082615208,0.8597520432378234,0.8898155253031724,215.35994479834886,195.97620914346913,40.0,170.0
LOT-A-166,LOT-A,22.020220370733004,23.552246391783232,0.8022770079941117,0.8377371734323195,211.857977412993,206.68660125760613,40.0,170.0
LOT-B-167,LOT-B,21.507569606635837,22.816693692244748,0.9218416916735387,0.8254846788821393,203.69645245266662,211.87023670269258,40.0,170.0
LOT-C-168,LOT-C,23.935693634797765,24.98245407737173,0.7946238370142011,1.0863645357219562,216.44342445580477,207.36751993880685,40.0,170.0
LOT-A-169,LOT-A,22.806875269313405,23.996036425953065,1.108581037249654,0.8093204050179705,215.05207189590615,206.35457218726307,40.0,170.0
LOT-B-170,LOT-B,21.568707883141148,24.596729091561215,0.9933291539109464,0.8147623293771559,207.17150471483708,209.82780208767298,40.0,170.0
LOT-C-171,LOT-C,19.41953749028057,24.064695998828178,0.8871816965795425,0.9667253003963482,212.70303479797468,224.70491265320976,40.0,170.0
LOT-A-172,LOT-A,22.007781168287735,21.76736671706658,1.1029497819048244,0.8813381565505449,205.04055120239366,194.65530175701468,40.0,170.0
LOT-B-173,LOT-B,23.870957479757283,22.953329016006617,0.9523133380378312,0.9674138174195592,208.5229326837635,200.33078877639906,40.0,170.0
LOT-C-174,LOT-C,20.555281152647296,23.255712315471992,0.9111513712450942,1.1560714192772785,202.9682274898041,203.14466147479186,40.0,170.0
LOT-A-175,LOT-A,20.130208337987607,25.03641447509401,0.7501952910061677,1.0455356677203247,222.54975398523547,206.41434557552384,40.0,170.0
LOT-B-176,LOT-B,23.240225453339434,18.448822072942033,0.8507820119906156,0.733172931361767,211.2823375729088,207.82449150364155,40.0,170.0
LOT-C-177,LOT-C,20.582081770596854,24.22344283976918,0.9389468373774347,0.8792454690060125,205.19686672673174,193.93849457735257,40.0,170.0
LOT-A-178,LOT-A,21.62212549717277,46.0,0.8125331502070505,1.000684012543994,204.88543082925102,215.30111651448834,40.0,170.0
LOT-B-179,LOT-B,22.73643371258797,22.013192007929238,0.6854077286541606,0.8806498832209544,220.44718025768043,205.46846922360493,40.0,170.0
LOT-C-180,LOT-C,23.073670910859775,21.54986775076076,0.6756210797672327,1.001531798469872,212.6225650500292,202.3318561607283,40.0,170.0
LOT-A-181,LOT-A,21.296072317900315,22.9974337949165,0.8267610732541687,0.991268897454455,207.96971021186255,185.6330571391299,40.0,170.0
LOT-B-182,LOT-B,21.69997477282424,21.333143437475943,0.7978586925993495,0.9986127821946884,205.4409425605662,212.84404789223603,40.0,170.0
LOT-C-183,LOT-C,23.90306763177733,22.724543872523938,0.7136089517144782,0.8530134503837614,217.91510421944025,205.35625161775343,40.0,170.0
LOT-A-184,LOT-A,20.523871402977747,22.28826273651012,0.9570346756630207,0.9804332035694318,215.5480139007003,200.04954328990758,40.0,170.0
LOT-B-185,LOT-B,21.47265667868093,21.986228715186392,0.894869294717208,0.6779839371548246,207.70920595198288,195.20568359572556,40.0,170.0
LOT-C-186,LOT-C,24.43612624206324,25.38372848699794,1.096944924077958,1.0514571376630335,205.50096125635378,216.82286640366524,40.0,170.0
LOT-A-187,LOT-A,21.607912858373016,23.611833864762268,0.7906636963893532,0.8720646961213542,213.96795935407758,224.4685022450807,40.0,170.0
LOT-B-188,LOT-B,21.922502883980847,26.698408518087874,1.2247416199383276,0.7829228308350886,209.59783933980884,198.89320244320697,40.0,170.0
LOT-C-189,LOT-C,21.721231098791876,21.463937385149233,0.8900020910073566,1.0717634655145838,218.2043408502719,210.28379566642386,40.0,170.0
LOT-A-190,LOT-A,21.975486986039346,22.691819800373114,0.9131356235002768,1.0216720189418613,209.9048112192973,212.57385855856734,40.0,170.0
LOT-B-191,LOT-B,19.641921900577806,23.96050883401107,1.1054770128897013,0.9716209660920365,197.2868708888152,220.54837972279978,40.0,170.0
