Serial_No,Lot,Battery_Voltage_0h,Battery_Voltage_24h,Battery_Current_0h,Battery_Current_24h,Battery_Temp_0h,Battery_Temp_24h,Battery_Voltage_24h_Min_Limit,Battery_Temp_24h_Max_Limit
LOT-C-090,LOT-C,3.702834726916649,3.6275203647958176,1.2856252866754683,1.4398959293581066,32.50828063942671,32.52937451000267,3.4,45.0
LOT-A-091,LOT-A,3.840052276720672,3.6479987059060828,1.3312691169155055,1.2286606105227944,31.109195532616884,32.20618029688656,3.4,45.0
LOT-B-092,LOT-B,3.7957318318105004,3.6531993097285964,1.2018421061790343,1.1366343179779066,32.0718381601763,30.946066837304976,3.4,45.0
LOT-C-093,LOT-C,3.741098352133144,3.6463367107340345,1.21765547418724,1.3735036149484714,30.616497728986435,33.438969990989406,3.4,45.0
LOT-A-094,LOT-A,3.7464163278822835,3.6823413657523076,1.1096228660115643,1.3686860039360726,31.375556219093557,34.2615442065513,3.4,45.0
LOT-B-095,LOT-B,3.6193655782335856,3.6172695342961663,1.0571545265439712,1.2010846105055575,33.29228978440796,33.301781567783706,3.4,45.0
LOT-C-096,LOT-C,3.7182923020982104,3.706562014763325,1.3184709391368286,1.2528064661382905,31.871351690655736,32.32189551705495,3.4,45.0
LOT-A-097,LOT-A,3.610647867923205,3.680758558928501,1.372288065543993,1.2443725451836496,30.68520339403363,30.604207847195497,3.4,45.0
LOT-B-098,LOT-B,3.6957683922262397,3.7562006094892273,1.2258722617201032,1.18802458240247,24.155000658995217,30.682782062211896,3.4,45.0
LOT-C-099,LOT-C,3.6216591596143797,3.608812525323287,1.3215660268963898,1.3437808009166614,26.7821321393579,33.958402784085834,3.4,45.0
LOT-A-100,LOT-A,3.742967923762735,3.660821563145028,1.3160942825835622,1.1336021601876678,28.350254543717686,28.688716131239456,3.4,45.0
LOT-B-101,LOT-B,3.6644248138294193,3.743934440275413,1.1299733782039156,1.176383167800911,28.906263860335525,32.449566575389056,3.4,45.0
LOT-C-102,LOT-C,3.703015286494405,3.743116973279214,1.1859775563566952,1.163951507075902,29.890885008910473,51.74999999999999,3.4,45.0
LOT-A-103,LOT-A,3.673294597651327,3.7136995629176326,1.4130214098991085,1.2270596972239616,31.07983872280487,35.08959860469815,3.4,45.0
LOT-B-104,LOT-B,3.6871098021143602,3.6570970737609474,1.1504985396903367,1.314675575054841,32.10178223016376,31.624679789441387,3.4,45.0
LOT-C-105,LOT-C,3.7213292230257116,3.762854903647345,1.3264683890692621,1.1521791421666259,30.935107453751634,32.19359126525531,3.4,45.0
LOT-A-106,LOT-A,3.7548976575328905,3.6876770237692122,1.1897539455289188,1.2365282779120141,27.03153417130599,31.88004575198987,3.4,45.0
LOT-B-107,LOT-B,3.6887986631262115,3.721916693548216,1.1550273726501334,1.23807685532069,28.77967395120867,29.47570152482602,3.4,45.0
LOT-C-108,LOT-C,3.7533656705078204,3.6750894388385666,1.286913967257746,1.1761378517142609,31.13532735010019,28.031737472332757,3.4,45.0
LOT-A-109,LOT-A,3.694233181330051,3.672975127369781,1.2989552652019425,1.2926513716113273,30.526952433356296,33.832664412536936,3.4,45.0
LOT-B-110,LOT-B,3.7274991820631893,3.7247958660365073,1.3151628421967505,1.2701994679579167,30.26013916172953,32.652264482937845,3.4,45.0
LOT-C-111,LOT-C,3.696989286332374,3.717169143544232,1.3456472755679465,1.3528206215062837,30.063262592878782,28.944566366617227,3.4,45.0
LOT-A-112,LOT-A,3.7149526977596588,3.691455499289502,1.345289655763639,1.2414764362236692,30.43958292448297,33.582395925664045,3.4,45.0
LOT-B-113,LOT-B,3.6938493695747607,3.68972273559911,1.3997971837856387,1.4096419430109697,32.27968187269728,32.508507761383896,3.4,45.0
LOT-C-114,LOT-C,3.6692887849905995,3.725514455476633,1.2509720959314248,1.2955814433457993,29.75775055505424,31.863890364065846,3.4,45.0
LOT-A-115,LOT-A,3.7084445363900755,3.7133833272998102,1.3740132227413837,1.3082233842444315,27.25531601617003,29.66378519446186,3.4,45.0
LOT-B-116,LOT-B,3.638592049787033,3.6580360660753275,1.2959289361016548,1.3117257351061729,29.57986114138017,32.50194812693624,3.4,45.0
LOT-C-117,LOT-C,3.679840590494125,3.6267250226561347,1.1193905501645172,1.1985279384844636,34.01315499871684,28.811458214940085,3.4,45.0
LOT-A-118,LOT-A,3.779619193112764,3.763827271502211,1.2292575184772678,1.271184481925542,29.54575741271444,31.829595123302063,3.4,45.0
LOT-B-119,LOT-B,3.750362228563993,3.697956210498116,1.3350377633494979,1.3820360010061934,31.64276486358693,32.63412840383877,3.4,45.0
LOT-C-120,LOT-C,3.714383813872663,3.7147252923611975,1.1453022930078283,1.3117981889044485,31.33744538336144,29.902230197619815,3.4,45.0
LOT-A-121,LOT-A,16.15336349603934,3.648915482789748,1.1672915405885822,1.3003270384947028,26.631983100154038,30.06317154149775,3.4,45.0
LOT-B-122,LOT-B,3.6413040620416997,3.6491475124520965,1.2333410301476448,1.3039355550823453,33.30712693955424,33.7282964849905,3.4,45.0
LOT-C-123,LOT-C,3.77645405113694,3.7266969172762385,2.9280567302206144,1.3753650753616407,29.809708683250534,30.46601602109112,3.4,45.0
LOT-A-124,LOT-A,3.7936319003777044,3.7366312075297725,1.2648282362140786,1.3426982035598123,32.81048858931102,28.744881059138955,3.4,45.0
LOT-B-125,LOT-B,3.7125784150446206,3.638384858473563,1.256043301406248,1.2147443368491189,33.864147560298065,33.06459704099947,3.4,45.0
LOT-C-126,LOT-C,3.676700701040336,3.6963165435989853,1.136117076303461,1.278666770477879,32.08047879545218,32.477035150670645,3.4,45.0
LOT-A-127,LOT-A,3.6208279849786753,3.6804631207305536,1.2907148421990868,1.3024689487958112,33.424512699463016,28.916597508516656,3.4,45.0
LOT-B-128,LOT-B,3.743344634226344,3.6646550468869328,1.2624518893766112,1.3113778286095243,32.38523033030133,30.543094798258014,3.4,45.0
LOT-C-129,LOT-C,3.726392647670088,3.6387694762749803,1.1179716473601011,1.3248065796849513,30.75447594496952,28.14657679028564,3.4,45.0
LOT-A-130,LOT-A,3.674644088970957,3.6980720557214157,1.3847134891167516,1.3688003732070237,32.628050625884306,27.76233431659683,3.4,45.0
LOT-B-131,LOT-B,3.71224008046554,3.7209436929073387,1.280200075307955,1.3121907721954185,30.35913957334581,35.90754165708114,3.4,45.0
LOT-C-132,LOT-C,3.790875483160794,3.692398357414128,1.156605529621888,1.459515002976907,29.656303633760974,34.617292185800295,3.4,45.0
LOT-A-133,LOT-A,3.812511342422926,3.649924353171093,1.2708808709940165,1.2434647659698004,32.00378343265509,32.60221451880448,3.4,45.0
LOT-B-134,LOT-B,3.8143278590223693,3.7265759484723806,1.2439502967526284,1.3760389595792277,30.27313670544662,31.025389111887396,3.4,45.0
LOT-C-135,LOT-C,3.8289753827792326,3.656030915857934,1.2007345798936844,1.2786847546175897,28.546298063271873,27.014929092563605,3.4,45.0
LOT-A-136,LOT-A,3.7698423006175172,3.657836540550737,1.196019097483423,1.24120831869813,28.71168978019407,29.394796168669068,3.4,45.0
LOT-B-137,LOT-B,3.7251009376153013,3.8169412483490417,1.3109817752664046,1.3419238741569217,27.558792488938373,31.80918541840742,3.4,45.0
LOT-C-138,LOT-C,3.657894207058684,3.7356646391806527,1.2241789431700705,1.2781376354595981,30.675716820734884,30.522414505799013,3.4,45.0
LOT-A-139,LOT-A,3.6409864464011465,3.7260344992529295,1.1202287912831437,1.1684345343663496,30.215519380429555,30.240391627485085,3.4,45.0
LOT-B-140,LOT-B,3.7301366724339284,3.747573819190764,1.26708927240937,1.2924305092024921,30.92152297228499,33.8377973289853,3.4,45.0
LOT-C-141,LOT-C,3.6247587870632536,3.7154071483193163,1.1607358198626012,1.1637279591568102,30.88082972158414,30.973514843514668,3.4,45.0
LOT-A-142,LOT-A,3.7462135156747607,3.7520875238642506,1.035380835036613,1.2681796249752706,35.1785657135549,33.8597382727242,3.4,45.0
LOT-B-143,LOT-B,3.789369483074503,3.7021397412356745,1.1155144388885843,1.1734453561707856,32.43600444591814,34.06976964028861,3.4,45.0
LOT-C-144,LOT-C,3.6804757357876916,3.683637376195271,1.268233202589499,1.1171809330745135,30.100329911091293,35.58633222009131,3.4,45.0
LOT-A-145,LOT-A,3.8263348922127434,3.6916433520039273,1.4095412134190177,1.2274499344568872,29.08795780828693,26.71676456401051,3.4,45.0
LOT-B-146,LOT-B,3.764907047552203,3.6783577469422344,1.4552953472331602,1.30456333483118,31.285967067209405,27.711362093714317,3.4,45.0
LOT-C-147,LOT-C,3.7920898845292705,3.6789466118583865,1.2302727866293803,1.0761958729693741,32.91043990789056,34.141135784089535,3.4,45.0
LOT-A-148,LOT-A,3.686821354672841,3.70177003233598,1.2801652766762583,1.3615155157575982,31.104336252752432,35.83131628936669,3.4,45.0
LOT-B-149,LOT-B,3.705036638465446,3.6668465910088464,1.2028973461888242,1.0465227561446104,29.10083547513965,34.1867308921235,3.4,45.0
LOT-C-150,LOT-C,3.7304414306918887,3.656272739134111,1.2764772756357885,1.093341387976784,30.25198978218451,33.08083076636894,3.4,45.0
LOT-A-151,LOT-A,3.7521553336475164,3.658530170966223,1.3272396302974185,1.4433631273946477,29.941319017773512,33.57943242358331,3.4,45.0
LOT-B-152,LOT-B,3.639414269700717,3.5991933595466077,1.3002917126616145,1.2790520232329305,31.322198378316692,30.53654097816152,3.4,45.0
LOT-C-153,LOT-C,3.7026601652427056,3.7379053606620425,1.3999130707060936,1.2557820125609063,27.252890970948265,34.811717063165425,3.4,45.0
LOT-A-154,LOT-A,3.7475375508414768,3.731512552913657,1.2617387579334711,1.4845000011409684,31.052996971604493,33.06480105349939,3.4,45.0
LOT-B-155,LOT-B,3.6247366830424594,3.668468748715182,1.1835420024528092,1.2726953529162839,31.653484688738136,30.15759679533974,3.4,45.0
LOT-C-156,LOT-C,3.8040261218506783,3.644146406817984,1.204825958748078,1.2968479845963532,28.13385958971945,33.19531206200161,3.4,45.0
LOT-A-157,LOT-A,3.7490977457675148,3.682808672846193,1.4172995981537257,1.2827537103773399,31.50611579718347,29.672426052961494,3.4,45.0
LOT-B-158,LOT-B,3.6336697452435693,3.6658675318044094,1.2164364511583077,1.2343793471892783,32.57962839306188,26.39011703362199,3.4,45.0
LOT-C-159,LOT-C,3.6607078081076274,3.606069704523923,1.3662225964736865,1.2245104516393417,29.75416699450518,29.346855086957607,3.4,45.0
LOT-A-160,LOT-A,3.7624503811565146,3.676849702312992,1.2654102807645837,1.0921932580198481,33.46696591360248,32.79234177974656,3.4,45.0
LOT-B-161,LOT-B,3.745091053860151,3.759353062340279,1.2280756247459519,1.2604325776476908,32.470997683478814,32.86766651444673,3.4,45.0
LOT-C-162,LOT-C,3.7052535019902466,3.6997210860270116,1.2000975055059824,1.339968200547291,32.948375951031785,31.898753785719723,3.4,45.0
LOT-A-163,LOT-A,3.8116164752829245,3.6205273624588354,1.2245688703151043,1.42986394756136,29.96397269590103,28.20143947321104,3.4,45.0
LOT-B-164,LOT-B,3.787474196041985,3.724910412845967,1.1379633579285602,1.3455413911687117,28.63935609966763,28.800231636046842,3.4,45.0
LOT-C-165,LOT-C,3.7099766468227857,3.673509969317227,1.1466730233399236,1.2427180438449,28.679998156801542,32.02848496699491,3.4,45.0
LOT-A-166,LOT-A,3.7164607861258006,3.734959935530086,1.2046958466467008,1.1555813901892054,27.985823570847803,31.32398386374562,3.4,45.0
LOT-B-167,LOT-B,3.7946223057522563,3.7401642965350947,1.1878842607107067,1.3607390239205157,28.33789574724667,34.22788585387262,3.4,45.0
LOT-C-168,LOT-C,3.6984440946749007,3.7361737868050087,1.3019346227831776,1.2507432816291766,31.619355829096094,29.431153099993285,3.4,45.0
LOT-A-169,LOT-A,3.7139507067700577,3.7519587598563553,1.6155445679586702,1.3392359741398105,31.09126814085918,29.55722474218033,3.4,45.0
LOT-B-170,LOT-B,3.7707758799596833,3.6146203416937004,1.1733692012187638,1.3081425429199618,28.238435501678904,35.446122616263594,3.4,45.0
LOT-C-171,LOT-C,3.772490377807869,3.669189385841182,1.1957105020304233,1.1567913317401888,27.807764894235877,32.914777678560206,3.4,45.0
LOT-A-172,LOT-A,3.7489643865929425,3.7153142427968118,1.2698385059373478,1.2252636580873366,31.69361704013381,28.497596181143354,3.4,45.0
LOT-B-173,LOT-B,3.7181061627903498,3.77163016186898,1.3653062185244218,1.2340126958607305,30.16102772733086,35.07394093353199,3.4,45.0
LOT-C-174,LOT-C,3.807384411315257,3.622618615552617,1.2073434619983694,1.2970174902436233,33.58934839085764,29.960173548633655,3.4,45.0
LOT-A-175,LOT-A,3.7499429438198733,3.682638327973418,1.4604878846959017,1.314739211833182,30.602259793140213,31.121773313044137,3.4,45.0
LOT-B-176,LOT-B,3.7707159507664727,3.7318201100037403,1.1480810177851009,1.2955338890030856,27.94326345699554,30.150460468586118,3.4,45.0
LOT-C-177,LOT-C,3.6527512799143724,3.6311854417873963,1.183879876609343,1.1873791430409524,32.06693535602044,33.736482651404934,3.4,45.0
LOT-A-178,LOT-A,3.7057558807194035,3.641564766073785,1.318632958449239,1.0930415591854807,26.634785942482313,51.74999999999999,3.4,45.0
LOT-B-179,LOT-B,3.750698981112804,3.7466844659793894,1.2264656565995589,1.1619705495775399,29.776186021995592,33.206375398994346,3.4,45.0
LOT-C-180,LOT-C,3.6792719718955365,3.662504238886057,1.119921165733957,1.1707883309891964,32.76423300701928,32.946737355464144,3.4,45.0
LOT-A-181,LOT-A,3.6594402705005016,3.643521061660608,1.19516345771955,1.3255079287188174,28.31997058048024,31.507625452736317,3.4,45.0
LOT-B-182,LOT-B,3.610059883713756,3.6346366159297476,1.2840047707742326,1.3571330413460665,28.34687122252858,30.11060173797466,3.4,45.0
LOT-C-183,LOT-C,3.757833276359048,3.678177278748451,1.1970569247622576,1.3229003435006617,31.33522953438489,34.46609987197696,3.4,45.0
LOT-A-184,LOT-A,3.7576609913139043,3.668876024192663,1.2352881145985763,1.2706204454228824,27.90758177501558,29.651065896066182,3.4,45.0
LOT-B-185,LOT-B,3.7666075321223427,3.618136972211991,1.3359774306719738,1.301888926076856,30.598093236463857,33.143734221319676,3.4,45.0
LOT-C-186,LOT-C,3.7417584332919094,3.7585375520344653,1.2099779079146482,1.2555205461315946,30.363262483966363,36.247841987022596,3.4,45.0
LOT-A-187,LOT-A,3.7653381839424838,3.651514376158393,1.2160985042151227,1.2124931091829323,30.938424824428193,32.398528437218204,3.4,45.0
LOT-B-188,LOT-B,3.832991345993735,3.606361685807039,1.3391972826434873,1.3157602057057758,29.36109885749471,31.56208690737287,3.4,45.0
LOT-C-189,LOT-C,3.693131107524994,3.70052491737843,1.337347955281922,1.1393719838782395,33.81228954836638,31.048618309061897,3.4,45.0
